hbzId,subject,title,otherTitleInformation,corporateBodyForTitle
HT016964068,NULL,Bergland Lippischer Südosten,Wanderwege und touristische Informationen im Bereich des Teutoburger-Wald-Vereins und des Eggegebirgsvereins e.V.,NULL
HT016962695,NULL,Naturschutzprojekte der Deutschen Waldjugend,NULL,NULL
HT016967507,NULL,Temporäre Stadt an besonderen Orten,NULL,NULL
HT015130610,NULL,"Geschichtliches Material, kunstgemäß organisiert: Heines 'Lutezia'",NULL,NULL
HT015130609,NULL,Zwischen Aufführungskritik und ästhetischer Reflexion,zu den Artikeln über Musik in Heines 'Lutezia',NULL
HT015130612,NULL,Nachdenken über Denkworte: 'Ludwig Marcus' als Klammer zu 'Lutezia',NULL,NULL
HT015130611,NULL,"""... wie eine Apfelsine unter den Kartoffeln.""","auf der Suche nach dem ""Weiblichen"" in Heines 'Lutezia'",NULL
HT015130618,NULL,Allmählich abblassender Ruhm,die Gestalt Napoleons in Heines 'Lutezia',NULL
HT015130620,NULL,Der europäische Bürgerkrieg - 'Lutezia' als Prophetie,NULL,NULL
HT015062954,NULL,"Ein Jahr Skulptur-Biennale Münsterland im Kreis Borken: Ein ""Zwischenresümee""",Interview mit Werner Haßenkamp und Josef Spiegel,NULL
HT015063833,NULL,"""Voll vernetzt""","Vernetzung des Ruhrgebiets in Europa, unvollendete Vernetzung der Region Ruhrgebiet, Kirche - ""Netzwerk"" der Integration, Vernetzungen des Ruhrgebiets im Mittelalter, Infrastrukturen des Großraums, Straßenbahn - ein technisch-historisches Netzwerk, Vergnügen - international vernetzt, Museen als geschichtskulturelle Netzwerker",NULL
HT011211249,NULL,Hat die Zukunft in deutschen Krankenhäusern schon begonnen?,Workshop des ÖTV-Bezirkes NW I in Kooperation mit der Hans-Böckler-Stiftung am 8. September 1994 in Düsseldorf,NULL
HT011224750,NULL,Kirchen und Gottesdienststätten in Wuppertal,NULL,NULL
HT017454489,NULL,Arbeitsmarkt Kultur,vom Nischenmarkt zur Boombranche,NULL
HT017247253,NULL,"WFG-Projekt ""Strukturanalyse des lippischen Arbeitslosenmarktes""",Abschlußbericht,NULL
HT003969599,NULL,Beiträge zur Flechtenkunde in Nordwestdeutschland,NULL,NULL
HT017629332,NULL,Kaltes Land,NULL,NULL
HT013639959,NULL,Herne,Auf Tegtmeiers Sofa,NULL
HT013644641,NULL,Ethische Aspekte der Forschung an menschlichen Stammzellen,NULL,NULL
HT015730737,NULL,Krefelder Künstler-Verzeichnis,NULL,NULL
HT006417510,NULL,Suchtvorbeugung in der Kinder- und Jugendarbeit,"eine Aufgabe und Chance ; [Aktion: Mach dich nicht zu, zeig was du kannst!]",NULL
HT017847817,NULL,"Stifter u. Stiftungen des Kölner Gymnasial- und Stiftungsfonds, 4",NULL,NULL
HT006541390,NULL,Interkulturelles Lernen in der Kinder- und Jugendkulturarbeit,Dokumentation der Werkstatt-Tagung der BKJ vom 17. bis 19. Juni 1994,NULL
HT017666838,NULL,"Feuerwehren in Hagen, 2: Fahrzeuge, Einsätze, Unterkünfte",NULL,NULL
HT019056707,NULL,Genderaspekte in der stationären Alkoholentzugsbehandlung - Inwieweit beeinflusst das Geschlecht der Patienten die Art der medikamentösen Alkoholentgiftung?,NULL,NULL
BT000073093,NULL,Nationalsozialismus in Oerlinghausen,Machtergreifung und Herrschaftssicherung,NULL
BT000073231,NULL,Jüdische Mitbürger in Bad Salzuflen und Schötmar während der Nazizeit,"Schicksale, Erlebnisse, Ereignisse; eine Dokumentation",NULL
BT000074301,NULL,Alltagsprobleme in der Nachkriegszeit (1945 - 1949) am Beispiel Lippe anhand von Aktenmaterial des Staatsarchivs Detmold.,NULL,NULL
BT000075660,NULL,Bevölkerungsprognose 2000,NULL,NULL
HT007044585,NULL,Heimatbilder,eine Schrift des Heimatvereins Birk,NULL
HT016475123,NULL,"Sicherheitswissenschaftliches Kolloquium, 5: Sicherheitswissenschaftliches Kolloquium 2008 - 2009",[Beiträge der 46. bis 54. Sicherheitswissenschaftlichen Kolloquien und des Sonderkolloquiums vom 3. Februar 2009 zur Finanz- und Wirtschaftskrise],NULL
HT016938678,NULL,Scientific expert workshop,"quantifying the health impacts of policies - principles, methods, and models ; Düsseldorf, Germany, 16 - 17 March 2010",NULL
HT016778873,NULL,200 Jahre Gutehoffnungshütte Radsatz,1808 - 2008,NULL
HT017010885,NULL,"Werke, 8: Essays, Reden, Gespräche",NULL,NULL
HT017009254,NULL,"Erfahrung, Biographie, Generation",NULL,NULL
HT016976574,NULL,Germanen und Römer,NULL,NULL
HT017372288,NULL,Festschrift in honorem Günther Peters zum 80. Geburtstag,NULL,NULL
HT015394237,NULL,"Silke, Siegen und das SiZe - Rückblicke",NULL,NULL
HT015394283,NULL,"Jugendliche Lebenswelten in US-amerikanischen Fernsehserien am Beispiel The OC, California",NULL,NULL
HT004871431,NULL,"Ausländerfeindlichkeit, 2",NULL,NULL
HT006530542,NULL,"Schriftenreihe Schloß Moyland, 4",NULL,NULL
HT006878604,NULL,"Schriftenreihe Schloß Moyland, 7",NULL,NULL
HT006538308,NULL,"Niederkasseler Hefte, 4",NULL,NULL
HT003065884,NULL,"Politik, 2: Zeit zum Streit",NULL,NULL
HT007260608,NULL,Cristianità ed Europa,miscellanea di studi in onore di Luigi Prosdocimi,NULL
HT003213348,NULL,"Schriftenreihe der Arbeitsgruppe ""Asphaltstraßen""",NULL,"Forschungsgesellschaft für Straßen- und Verkehrswesen, Köln"
HT013128764,NULL,Wettbewerb frauenfreundlicher Betrieb des Jahres ...,NULL,NULL
HT002955630,NULL,Problems of regional hydrology,"methodology, case studies ; [proceedings pre-congress SY no. 30, 25. Internat. Geograph. Congress]",NULL
HT012892374,NULL,NULL,NULL,NULL
BT000002380,NULL,300 Jahre Adler-Apotheke,Chronik,NULL
BT000002381,NULL,Zusammengetrommelt,eine Chronik zum 25jährigen Bestehen des Vereins zur Förderung der Städtischen Bühnen Dortmund e.V.,NULL
HT013024756,NULL,"Immer, wenn Lotterbett erzählt, 1",NULL,NULL
HT012994941,NULL,Wettbewerbsfähigkeit in einer zukunftsfähigen Wirtschaft,Dokumentation eines Workshops,NULL
HT013700865,NULL,"Werke, 3: Gedichte",NULL,NULL
HT013467410,NULL,"Werke, 2: Hörspiele",NULL,NULL
HT003785700,NULL,Arbeiten und Lernen,NULL,NULL
HT013673414,NULL,Moderne Zeiten,Das Ende der Anstaltspsychiatrie?! ; 9.Jahrestagung der Klinischen Psychologen des Landschaftsverbandes Rheinland am 27. Juni 1996,NULL
HT004821441,NULL,Planning without a passport,the future of european spatial planning,NULL
HT013781077,NULL,KorkundZieher,ein Ausstellungsprojekt des Rheinischen Industriemuseums Schauplatz Solingen,NULL
HT005025169,NULL,Polnisch-deutsche Studie über beruflich bedingte Lungenerkrankungen,NULL,NULL
HT004533565,NULL,Regionale Industrialisierung,NULL,NULL
HT012918499,NULL,"Logbuch, 1: Gesammelte Texte 1949 - 1973",NULL,NULL
HT013185622,NULL,Heine und die Nordsee,Oelbilder u. Collagen Michael Francis Podulke 1983 - 1984 - 1985; Ausstellung vom 20. Okt. - 24. Nov. 1985 im Heinrich-Heine-Inst. d. Stadt Düsseldorf u. vom 10. Jan. - 31 Jan. 1986 in Norden,NULL
HT013002981,NULL,... Stiftungsfest der Stiftung Bibliothek des Ruhrgebiets,NULL,NULL
HT013575355,NULL,"Werke, 1: Erzählungen",NULL,NULL
HT013743385,NULL,Überlegungen zur Wohnungsbauförderungspolitik in Duisburg,NULL,NULL
HT015827211,NULL,"Diese Landschaft ist nirgendwo, Ulrich Möckel, Christoph Seidel, 1: Das Quellenbuch",NULL,NULL
HT015991463,NULL,Kunst als Kulturgut,NULL,NULL
HT016282475,NULL,Geoinformatik 2009,"31. März - 02. April 2009, Osnabrück ; Konferenzband",NULL
HT016947817,NULL,"Beiträge zur Stadtforschung, Stadtentwicklung, Stadtplanung",NULL,NULL
HT018124349,NULL,"Räumliche Hierarchien, Netzwerke und Islam","Schwerpunkt Räumliche Hierarchien, Netzwerke und Islam",NULL
HT017455469,NULL,Effizienz!,"Effizienz im Controlling, Industrialisierung des Controllings, Effizienz durch Controlling",NULL
HT019525401,NULL,Azubi Basics,die besten Insider-Tipps für einen perfekten Start,NULL
HT019580153,NULL,About the artist,"mit Martin Bender, Lars Breuer, Linda Nadji und Jens Westrup : [from Urban Art Festival to Osthaus Museum]",NULL
HT015335424,NULL,Systemsteuerung durch Leistungsvergleiche und Bildungsstandards,NULL,NULL
HT019093895,NULL,"Mobilisation der peripheren CD133+- bzw. CD34+-Knochenmark-Stammzellen nach Leberresektion und deren Korrelation mit Ausmaß der Leberresektion, Leberfunktion sowie Höhe und Kinetik der Zytokine im peripheren Blut",NULL,NULL
HT016494616,NULL,Unternehmensnachfolgen in Deutschland,2010 bis 2014 ; Schätzung mit weiterentwickeltem Verfahren,NULL
HT004724233,NULL,Altlasten,"Probleme, Aufgaben, Loesungsansaetze ; Dokumentation d. Fachgespraechs vom 27. Januar 1988 in Bonn",NULL
HT019143459,NULL,Lokale und regionale Unternehmens- und Wirtschaftsgeschichte als Herausforderung archivischer Überlieferungsbildung,Beiträge des 24. Fortbildungsseminars der Bundeskonferenz der Kommunalarchive (BKK) in Kassel vom 25. - 27. November 2015,NULL
HT004370838,NULL,Natur erleben mit uns,NULL,NULL
HT015006286,NULL,Der Martinstag,"das plattdeutsche ""Sünnematen, gäue Maten"" ist nur noch selten zu hören",NULL
HT015006293,NULL,Redensarten über die Mahlzeit,Salz und Brot macht die Wangen rot,NULL
HT019092541,NULL,Application of coarse grained force fields for protein-protein docking,NULL,NULL
HT006478914,NULL,Vorträge '93,NULL,NULL
HT019477484,NULL,Themenkarte,NULL,NULL
HT007202630,NULL,Unter dem Flügelrad,eine mobile Geschichte ; 100 Jahre Rheinbahn,NULL
HT007202744,NULL,Im Rheinbahnland,NULL,NULL
HT018929690,NULL,"Utermann 1853, 1",NULL,NULL
HT013242154,NULL,"Das Schönste, 2: Der Rasenmäher",NULL,NULL
HT017651501,NULL,Seelsorge in Calenberg bis zum Jahre 1606,NULL,NULL
HT013240001,NULL,"Werke, 1,1: Heutiges Japan",NULL,NULL
HT008186684,NULL,Tagungsbeiträge,... Fachtagung,"Landschaftsverband Rheinland, Umweltamt"
TT002281703,NULL,Acta Conventus Neo-Latini Bonnensis,"proceedings of the Twelfth International Congress of Neo-Latin Studies, Bonn 3 - 9 August 2003",NULL
HT015004403,NULL,Südlengerns geographische Lage,"Ergänzter Text aus Festschrift ""800 Jahre Südlengern""",NULL
HT015004424,NULL,Unsere Gemeinde- und Ortsvorsteher,"Ergänzte Aufstellung aus der Festschrift ""800 Jahre Südlengern""",NULL
HT015004429,NULL,Zeittafel zur Ortsgeschichte,NULL,NULL
HT015004501,NULL,Das Hermannslied,NULL,NULL
HT013722839,NULL,"Grundlegung einer Kultur unternehmerischer Selbständigkeit in der Berufsbildung (KUS), 1: Berichtszeitraum: August 2000 bis September 2001",NULL,NULL
HT013722846,NULL,"Grundlegung einer Kultur unternehmerischer Selbständigkeit in der Berufsbildung (KUS), 2: Berichtszeitraum: Oktober 2001 bis September 2002",NULL,NULL
HT014997634,NULL,Lüdinghausen,"Burg Lüdinghausen (Amthaus) ; Rathaus, Borg 2 / Steverstraße ; Sparkasse, Steverstraße 15",NULL
HT014997635,NULL,Ascheberg-Davensberg,Katholische Rektoratskirche St. Anna,NULL
HT018375253,NULL,Die Geschichte einer Institution,150 Jahre Bergbauforschung und Ausbildung bei der Westfälischen Berggewerkschaftskasse/DMT-Gesellschaft für Lehre und Bildung,NULL
HT015003019,NULL,Seelsorge und Diakonie an Katholiken anderer Muttersprachen,die ausländischen Missionen,NULL
HT014997644,NULL,Gelsenkirchen,Galerie Stadt.Bau.Raum,NULL
HT015002761,NULL,Vom Beirat für schulentlassene Mädchen zum Mädchenschutzverein und Fachverband IN VIA - Katholische Mädchensozialarbeit,NULL,NULL
HT015000258,NULL,Pfarrer und Kirchenvorstand,NULL,NULL
HT015000254,NULL,Das Ackerfeld,NULL,NULL
HT015004385,NULL,Muine Heimat,Gedicht,NULL
HT015004450,NULL,Eine der ältesten Siedungen in Ravensberg,Urnengräber aus der Bronzezeit in Südlengern-Dorf entdeckt,NULL
HT015004565,NULL,Ausbildung der Landeshoheit,die Grafen von Ravensberg wurden die Landesherren in unserer Heimat,NULL
HT015004656,NULL,Wie die ersten Südlengeraner wohnten,die mit Stroh gedeckten alten Fachwerkhäuser boten dem Feuer gute Nahrung,NULL
HT015004659,NULL,Die beste Stube,... und warum die westfälischen Bauernbetten so kurz waren,NULL
HT015000056,NULL,Menschenfischer,NULL,NULL
HT015004467,NULL,Die Zeit der Germanen und Römer,für Tacitus bestand unsere Heimat hauptsächlich aus Wäldern und Sümpfen,NULL
HT015000242,NULL,"Erdstrahlen, Wasserardern und Wünschelrute",NULL,NULL
HT015062912,NULL,"Der Club (Heiligenhaus) mit dem Projekt ""Bevor die Spuren verwischen... Schritte in die Vergangenheit""",NULL,NULL
HT015063037,NULL,Tour de Suisse,"Fri-Art Centre d'Art Contemporain, Fribourg 4. September - 23. Oktober 1994",NULL
HT015062920,NULL,"Der Offene Kanal Essen e.V. (Essen) mit dem Projekt ""Jugend gestern ; heute - Biografien junger MigrantInnen",NULL,NULL
HT015063040,NULL,Porte bonheur,Maison de la Culture et de la Communication de Saint-Étienne ; 8. Juni - 13. Juli 1989,NULL
HT015062935,NULL,"Die Kraftstation - Soziokulturelles Zentrum (Remscheid) mit dem Projekt ""Honsberg - ein Stadtteil stellt sich vor""",NULL,NULL
HT015063046,NULL,Individual Comfort,"Project Unité, Unité d'Habitation, Firminy 1. Juni - 30. September 1993",NULL
HT015063048,NULL,Eh! bien prenons la plume,"Arti et Amicitiae, Amsterdamm 3. September - 24. September 1988",NULL
HT015063050,NULL,Auftakt,"The Köln Show, Galeriegebäude an der Venloer Strasse 21, Köln 26. April - 26. Mai 1990",NULL
HT015062970,NULL,Wo bist du Maria?,NULL,NULL
HT015063051,NULL,Feste Werte,"Palais des Beaux-Arts, Brüssel 14. Dezember 1991 - 19. Januar 1992",NULL
HT015062977,NULL,"""Türme im Turm""","Schülerinnen und Schüler der RHS präsentierten ihre Vorstellungen vom ""sechsten Turm""",NULL
HT015063054,NULL,Naturalezas Muertas,"Galeria Oliva Arauna, Madrid 13. Februar - 25. März 1998",NULL
HT015063056,NULL,News and Gifts,"American Fine Arts, Co., New York November 1995",NULL
HT015062980,NULL,Realschule Velen und die Skulptur-Biennale - ganz nah,Busfahrt zu Kunstwerken der Klassen 10 a und 10 d,NULL
HT015062982,NULL,Was ist heute mit 'heute'? Oder danke für den Kuchen!,NULL,NULL
HT015063065,NULL,Autofocus,"Eidgenössische Preise für Freie Kunst, Kunsthalle Zürich 6. November - 30. Dezember 1999",NULL
HT015063067,NULL,Bibliobus,"Tabula Rasa, Stadtraum Biel, Schweiz 26. Mai - 29. September 1991",NULL
HT015062900,NULL,"Die Radiowerkstatt Exlex e.V. (Mönchengladbach) mit dem Projekt ""Wo ist Zuhause, Mama?""",NULL,NULL
HT015063069,NULL,"Was nahe liegt, ist doch so fern","Kunstverein Hamburg (im Rahmen von ""weitergehen"", einem Projektschwerpunkt des Programms ""Kunst im öffentlichen Raum"" der Kulturbehörde Hamburg) 14. Februar - 30. März 1997",NULL
HT015063071,NULL,Eine Welt für sich,"Schleifmühlgasse, Wien 22. September - 31. Oktober 1999",NULL
HT015006297,NULL,Der Alt-Südlengerner Sprachschatz,schwach auf der Brust sein und seinen Senf dazugeben ...,NULL
HT015006312,NULL,Ältere Familiennamen in Südlengern,NULL,NULL
HT015006336,NULL,Alte Flurnamen aus Südlengern,Zusammenstellung mit Erklärungsversuchen,NULL
HT011206216,NULL,Gemeinwesenarbeit als Chance?,Interkulturelle Jugendarbeit im Stadtteil,NULL
HT018266691,NULL,60. Internationale Kurzfilmtage Oberhausen,Festival Katalog 2014 ; 1. - 6. Mai 2014,NULL
HT019112816,NULL,"Kritik der kabarettistischen Vernunft, 1",NULL,NULL
HT014007607,NULL,Agrarentwicklung im 18. und 19. Jahrhundert,Themenschwerpunkt: Agrarentwicklung im 18. und 19. Jahrhundert,NULL
HT017651402,NULL,Die Auseinandersetzungen zwischen Fürstbischof Dietrich von Fürstenberg und Landgraf Moritz von Hessen,NULL,NULL
HT018815173,NULL,Zwei Silbergroschen für einen Schüler,Vossnacker Volksschulchronik. 150 Jahre Lokalgeschichte und der Blick in die Welt im Spiegel der Vosnacker Volksschulchronik,NULL
HT006933603,NULL,Deutsches Monats-Magazin,Zeitschr. f. d. Leben in Deutschland,NULL
HT015361331,NULL,"""Liebesflammen für kalte Menschenherzen""",Maria in den Dichtungen Christine Kochs,NULL
HT015529195,NULL,"Die Familienbibel, 1: Vom Deutschen Reich zur Besatzungszone",1934 bis 1948,NULL
HT019085745,NULL,Spielzeit 2008/09,NULL,NULL
HT014991115,NULL,"""Werwölfe"" am Kleeberg?",NULL,NULL
HT014991118,NULL,Auf einem westfälischen Bauernhof,NULL,NULL
HT014991519,NULL,Der Bunker,NULL,NULL
HT014991531,NULL,Alls met Moate,NULL,NULL
HT014991532,NULL,Deutsche Soldaten,NULL,NULL
HT014991138,NULL,Ausgebombt ...,NULL,NULL
HT014991061,NULL,Erinnerungen,NULL,NULL
HT016647397,NULL,Schweizer Kirchengeschichte - neu reflektiert,Festschrift für Rudolf Dellsperger zum 65. Geburtstag,NULL
HT014991074,NULL,Verrrückte Welt damals - und heute?,NULL,NULL
HT002115734,NULL,Exportgewerbe und Außenhandel vor der Industriellen Revolution,Festschrift für Georg Zwanowetz anläßl. d. Vollendung d. 65. Lebensjahres,NULL
HT016859748,NULL,Selbsthilfe in Bewegung,"Selbsthilfe bewegt ; 20 Jahre KOSKON NRW ; Dokumentation der Fachtagung, 01.12.2010, Staatskanzlei NRW, Düsseldorf",NULL
HT019093308,NULL,Die Entwicklung des deutschen Außenhandels mit Stahlfabrikaten zwischen 1914 und 1945,ein gesamtwirtschaftlicher Überblick,NULL
HT007571456,NULL,"Werke, 5: Vorlesungen und Gespräche",NULL,NULL
HT007385581,NULL,Schriften des Museums Zinkhütter Hof,NULL,NULL
HT014404250,NULL,Kultur- und Literaturvermittlung im Kölner Hörfunk,der NWDR/WDR Köln im Prozess regionaler Identitätsbildung in der Zeit von 1945 bis Anfang der 1960er Jahre,NULL
BT000003821,NULL,[Deutscher Baustellen-Informations-Dienst / 44] Deutscher Baustellen-Informations-Dienst,"Hoch- und Tiefbauten aus Deutschland in Planung und Bau ; DBI. 44, Westfalen",NULL
BT000004102,NULL,Gütersloh - Die Stadt,NULL,NULL
BT000003669,NULL,Retrospektive Thomas Grochowiak,"Märkisches Museum der Stadt Witten, 2.12.1984 - 27.1.1985",NULL
HT003613090,NULL,Beiträge zur Stadtgeschichte,NULL,NULL
BT000004495,NULL,Kommunikation und Zusammenarbeit im Maßregelvollzug,NULL,NULL
HT019376000,NULL,Gärten und Kunst im Dialog,Gartenlandschaft OstWestfalenLippe,NULL
HT019378245,NULL,Geseke,Geschichte einer westfälischen Stadt,NULL
HT015361329,NULL,Fünf Marienlegenden - Wilhelm Schnippering und Franz Koch,NULL,NULL
HT015361210,NULL,Die Stadtmadonna am Alten Rathaus zu Arnsberg,NULL,NULL
HT015361344,NULL,Mariendarstellungen auf Sterbebildchen,NULL,NULL
HT015361265,NULL,Marienverehrung auf dem Wilzenberg,NULL,NULL
HT015361326,NULL,Mariengesänge im Herold`schen Gesangbuch,NULL,NULL
HT018911220,NULL,"Trennung, Scheidung - was nun?",NULL,NULL
HT010190560,NULL,"""Wir schalten um nach nebenan"", hauptb",NULL,NULL
HT010190573,NULL,"""Wir schalten um nach nebenan"", anhang",NULL,NULL
HT003830545,NULL,"Dat aule Platt, et liebet nau, 2",NULL,NULL
HT009056818,NULL,Steden en streken,geografische opstellen voor Gerard Hoekveld,NULL
HT019093183,NULL,Beyond intractability,a computational complexity analysis of various types of influence and stability in cooperative games,NULL
HT019504793,NULL,Utermann 1853,NULL,NULL
HT019561197,NULL,Ressourcen-Wissen Hebung ungenutzter Potenziale,"Tagungsband : Vortragsveranstaltung der Fachgruppe Ressourcen des Graduierteninstitutes NRW, 16. März 2017, Hochschule Bochum",NULL
HT019516425,NULL,Von der Reflexion zur Dekonstruktion?,"Kategorien, Typen und Stereotype als Gegenstand junger Forschung : Beiträge zur zweiten under.docs-Fachtagung zu Kommunikation",NULL
HT010292119,NULL,Regionale Archivtage in Deutschland,Erfahrungsaustausch aus Anlaß des 50. Westfälischen Archivtages in Bad Salzuflen am 16.3.1998,NULL
HT019420494,NULL,Zukunft von Handwerk und Mittelstand in Nordrhein-Westfalen gestalten,"Qualifikation und Fachkräftenachwuchs für Handwerk 4.0 sichern, Chancen der Digitalisierung nutzen, Gründungskultur und Wettbewerbsfähigkeit stärken ; [zugleich Landtagsdrucksache 17/14200]",NULL
HT006567164,NULL,Das Schiff im Durchgangsverkehr Fluss - See,15. Duisburger Kolloquium Schiffstechnik / Meerestechnik 1994,NULL
HT015369199,NULL,200 Jahre Kampf um die Rechte der Bauern,die Entstehung landwirtschaftlicher Organisationen,NULL
HT015369347,NULL,Zur Gründung landwirtschaftlicher Vereine,NULL,NULL
HT015369338,NULL,Vom Bauernwald zum Forst,Sauerländer Forstwirtschaft zwischen Waldverwüstung und Wiederaufbau,NULL
HT015369459,NULL,"Von ""elenden Sommergerippen"" und starken Landschweinen",Skizzen über Viehrassen des Sauerlandes im 19. Jahrhundert,NULL
HT015369485,NULL,Eine Rarität: Die Knochenmühle in Isingheim,NULL,NULL
HT015369489,NULL,Gewinnung und Behandlung der Milch einst und jetzt,NULL,NULL
HT015369488,NULL,Werkzeuge für Land- und Forstwirtschaft aus Eslohe,NULL,NULL
HT015372941,NULL,"Von der Arbeit an ""Epileptischen"" und ""Schwachen"" zur Hilfe für Menschen mit Behinderungen",NULL,NULL
HT015369495,NULL,Ablieferung von Zentrifugentrommeln und Butterfässern,Milchbewirtschaftung während und nach dem Zweiten Weltkrieg am Beispiel der Gemeinde Rahrbach,NULL
HT015369404,NULL,Ein Bischof sorgt sich um die Bauern,NULL,NULL
HT015369286,NULL,Deutscher Krieg und säuerländische Landwirtschaft,die Chronik des Landwirts Johannes Theodor Droste,NULL
HT015373133,NULL,Eckardtsheim und der Nationalsozialismus (1931 bis 1941),NULL,NULL
HT015369296,NULL,Von der Nuhne zum Ohio,"zur Amerika-Auswanderung aus dem Sauerland im 19. Jahrhundert, am Beispiel Hallenberg",NULL
HT015369416,NULL,Bäuerliche Jugend- und Erwachsenenbildung,Deutsche Landjugend-Akademie Fredeburg,NULL
HT015373142,NULL,Die Reformzeit,NULL,NULL
HT015369176,NULL,Haustiere und jagdliches Wild von einem mittelalterlichen Adelssitz im Sauerland,die Tierknochen aus der Grabung an der Peperburg bei Grevenbrück,NULL
HT015369184,NULL,Zur Geschichte des Bauernstandes im Kreis Olpe,vom Krummstab bis in die Preußenzeit,NULL
HT015369451,NULL,Johann Friedrich Joseph Sommer - Westphalus Eremita,"Wissenschaftler, Publizist, Politiker und Bauernadvokat",NULL
HT015373029,NULL,Trinkerheilstätten und Suchtarbeit in der Senne,NULL,NULL
HT018409661,NULL,"Im Puls, 2",NULL,NULL
HT018401584,NULL,"Thematisch-bibliographisches Werkverzeichnis, 1",NULL,NULL
HT004737361,NULL,Buchgestaltung in Deutschland 1900 - 1945 [neunzehnhundert bis neunzehnhundertfünfundvierzig],Ausstellung der Universitätsbibliothek Bielefeld vom 16.12.1987 - 31.1.1988,NULL
HT019196039,NULL,Edition leutekirche Sauerland,NULL,NULL
HT018621230,NULL,Wo Kunst entsteht,"die Sammlung der Burg Giebichenstein, Hochschule für Kunst und Design Halle",NULL
HT017770270,NULL,Klaus Staeck im Gespräch mit Maïté Vissault,Auszug,NULL
HT014234709,NULL,"Lied, Tanz und Musik im Brauchtum","Protokoll d. Arbeitstagung d. Komm. für Lied-, Musik- u. Tanzforschung in d. Dt. Ges. für Volkskunde e.V. vom 9. - 12. September 1982 in Münster/Westf.",NULL
HT018476262,NULL,Festschrift anläßlich des 60. Geburtstags von Prof. Dr.-Ing. Hermann-Josef Wagner,mit Beiträgen von Schülern und Freunden Hermann-Josef Wagner,NULL
HT013329329,NULL,StadtLandFluß,Urbanität und Regionalität in der Moderne ; Festschrift für Gertrude Cepl-Kaufmann zum sechzigsten Geburtstag,NULL
HT013098492,NULL,Deutschland,optimal für unterwegs ; mit Ortsverzeichnis und Ciyplänen,NULL
HT013096150,NULL,NULL,NULL,NULL
HT018856028,NULL,Beizeiten,NULL,NULL
HT013098407,NULL,[Deutsche Seekarte],NULL,NULL
HT013755900,NULL,"Spartacus, Sklave und Rebell",historischer Roman,NULL
HT018719737,NULL,Grafschaft Moers Geschichts-Stiftung,NULL,NULL
HT015004668,NULL,Wie die alten Südlengeraner ihre Toten ehrten,ein feierlicher Trauerzug zum Schimmelkamp,NULL
HT017022555,NULL,14 Tippeltouren aus dem Seelscheider Boten,NULL,NULL
HT017022568,NULL,15 Tippeltouren aus dem Seelscheider Boten,NULL,NULL
HT018116092,NULL,Mit Glaubensglut und Feuereifer,Werenfried van Straaten und Johannes Leppich - zwei charismatische Gestalten im deutschen Nachkriegskatholizismus,NULL
HT014748001,NULL,Seid Zeugen des Glaubens,"Dokumentation der Predigten und Ansprachen im Jubiläumsjahr der Bischofsweihe des heiligen Liudger vor 1200 Jahren ; Triduum und Sonntag ""Laetare"" in Werden 3. bis 6. März 2005, Translatio Sancti Ludgeri Werden - Münster - Billerbeck - Gerleve - Werden 30. März bis 5. April 2005, Fest der Umtragung der Gebeine des heiligen Liudger 2. bis 4. September 2005",NULL
HT014953328,NULL,"Oligozäne und untermiozäne Floren in der Umgebung des Siebengebirges, 1: Textband",NULL,NULL
HT014954021,NULL,Außen und innen in neues Licht getaucht,"""Denkhaus"" in Wevelinghoven steht für Heimatgeschichte",NULL
HT014954056,NULL,"Peter Hille (1854 - 1904), 1: (1876 - 1889)",NULL,NULL
HT017897113,NULL,Der römische Westen und die Prätorianerpräfektur Gallien,historischer Raum und politische Entwicklung,NULL
HT007439950,NULL,Verhandlungen,Düsseldorf 1995,Westdeutscher Entomologentag
HT015130614,NULL,Gestundete Erlösung,Heines 'Lutezia' und der 'Rabbi von Bacherach',NULL
HT015130605,NULL,Heinrich Heines 'Lutezia' als literarische Sammlung,NULL,NULL
HT015130613,NULL,Heine zur Jüdischen Emanzipation in 'Lutezia',NULL,NULL
HT015130615,NULL,Heines politisches Denken von den Berichten aus Paris (1840-1844) bis zu 'Lutezia' 1854 und 'Lutèce' 1855,NULL,NULL
HT009329056,NULL,75 Jahre SIL,NULL,NULL
HT015063847,NULL,"""System Landschaft""",NULL,NULL
HT016919232,NULL,Liber amicorum Alfred Minke,NULL,NULL
HT015029595,NULL,"""Es geht jetzt los ...""","Ereignisse in der Pogromnacht in Borken, Gemen und Weseke",NULL
HT015029598,NULL,Gescher,"""Sie machen ihn tot!""",NULL
HT015030003,NULL,Die Bibliothek des Ruhrgebiets im Jahr 2005,NULL,NULL
HT016957787,NULL,Montessori-Pädagogik,NULL,NULL
HT015029623,NULL,Isselburg - Anholt - Werth,die Synagoge blieb verschont,NULL
HT015029651,NULL,Rhede,"Erinnerung an die ""Reichskristallnacht"" in Rhede",NULL
HT015029655,NULL,Reken,keine Juden mehr in Reken,NULL
HT015029659,NULL,Schöppingen,"""Tätlichkeiten, Zerstörungen sind hierselbst unterblieben""",NULL
HT007037267,NULL,Bergischer Almanach,Heimatjahrbuch der Bergischen Blätter,NULL
HT007036493,NULL,Die Kreispostille,NULL,Kreis Neuss
HT012973623,NULL,Die Kinder des Sisyfos,NULL,NULL
